5.300000000000000000e+01,3.600000000000000000e+01,1.790000000000000000e+02,1.790000000000000000e+02,1.600000000000000000e+01,1.800000000000000000e+01,1.700000000000000000e+02,1.700000000000000000e+02,2.779395421057529597e-02
5.200000000000000000e+01,1.450000000000000000e+02,1.790000000000000000e+02,1.790000000000000000e+02,1.600000000000000000e+01,1.800000000000000000e+01,1.760000000000000000e+02,1.630000000000000000e+02,5.341685175841998090e-02
5.400000000000000000e+01,1.390000000000000000e+02,1.800000000000000000e+02,1.790000000000000000e+02,1.500000000000000000e+01,1.800000000000000000e+01,1.770000000000000000e+02,1.230000000000000000e+02,5.328877300829555630e-02
6.500000000000000000e+01,1.530000000000000000e+02,1.790000000000000000e+02,1.770000000000000000e+02,1.500000000000000000e+01,1.700000000000000000e+01,1.650000000000000000e+02,1.560000000000000000e+02,8.797965879013755486e-02
8.400000000000000000e+01,1.570000000000000000e+02,1.800000000000000000e+02,1.760000000000000000e+02,1.500000000000000000e+01,1.600000000000000000e+01,1.390000000000000000e+02,1.040000000000000000e+02,1.053071068939266386e-01
1.570000000000000000e+02,1.640000000000000000e+02,1.790000000000000000e+02,1.760000000000000000e+02,1.400000000000000000e+01,1.500000000000000000e+01,1.680000000000000000e+02,1.700000000000000000e+02,1.255863811811743502e-01
1.680000000000000000e+02,1.750000000000000000e+02,1.780000000000000000e+02,1.780000000000000000e+02,1.500000000000000000e+01,1.300000000000000000e+01,1.720000000000000000e+02,1.770000000000000000e+02,1.116960473210407978e-01
1.770000000000000000e+02,1.770000000000000000e+02,1.780000000000000000e+02,1.790000000000000000e+02,1.300000000000000000e+01,1.200000000000000000e+01,1.780000000000000000e+02,1.780000000000000000e+02,8.333122232759339332e-02
1.790000000000000000e+02,1.790000000000000000e+02,1.800000000000000000e+02,1.800000000000000000e+02,1.300000000000000000e+01,1.200000000000000000e+01,1.770000000000000000e+02,1.770000000000000000e+02,9.777582183010861960e-02
1.750000000000000000e+02,1.750000000000000000e+02,1.800000000000000000e+02,1.790000000000000000e+02,1.300000000000000000e+01,1.200000000000000000e+01,1.650000000000000000e+02,1.760000000000000000e+02,8.576896484917953534e-02
1.760000000000000000e+02,1.770000000000000000e+02,1.790000000000000000e+02,1.790000000000000000e+02,1.300000000000000000e+01,1.100000000000000000e+01,1.660000000000000000e+02,1.800000000000000000e+02,1.220266200582056093e-01
1.760000000000000000e+02,1.770000000000000000e+02,1.780000000000000000e+02,1.800000000000000000e+02,1.400000000000000000e+01,1.100000000000000000e+01,1.670000000000000000e+02,1.760000000000000000e+02,1.308175292214900087e-01
1.790000000000000000e+02,1.760000000000000000e+02,1.770000000000000000e+02,1.800000000000000000e+02,1.400000000000000000e+01,1.100000000000000000e+01,1.770000000000000000e+02,1.720000000000000000e+02,1.326611281010143528e-01
1.790000000000000000e+02,1.760000000000000000e+02,1.770000000000000000e+02,1.790000000000000000e+02,1.500000000000000000e+01,1.200000000000000000e+01,1.740000000000000000e+02,1.770000000000000000e+02,8.262316320043758267e-02
1.800000000000000000e+02,1.740000000000000000e+02,1.770000000000000000e+02,1.790000000000000000e+02,1.500000000000000000e+01,1.200000000000000000e+01,1.710000000000000000e+02,1.730000000000000000e+02,7.268837658485909070e-02
1.790000000000000000e+02,1.730000000000000000e+02,1.770000000000000000e+02,1.790000000000000000e+02,1.600000000000000000e+01,1.200000000000000000e+01,1.730000000000000000e+02,1.790000000000000000e+02,5.803854340958590485e-02
1.770000000000000000e+02,1.740000000000000000e+02,1.770000000000000000e+02,1.790000000000000000e+02,1.600000000000000000e+01,1.300000000000000000e+01,1.730000000000000000e+02,1.800000000000000000e+02,6.256958846752472270e-02
1.770000000000000000e+02,1.750000000000000000e+02,1.770000000000000000e+02,1.780000000000000000e+02,1.600000000000000000e+01,1.300000000000000000e+01,1.760000000000000000e+02,1.780000000000000000e+02,4.695339494832025118e-02
1.770000000000000000e+02,1.750000000000000000e+02,1.770000000000000000e+02,1.790000000000000000e+02,1.700000000000000000e+01,1.300000000000000000e+01,1.740000000000000000e+02,1.790000000000000000e+02,4.408596632664090603e-02
1.780000000000000000e+02,1.770000000000000000e+02,1.770000000000000000e+02,1.790000000000000000e+02,1.600000000000000000e+01,1.400000000000000000e+01,1.740000000000000000e+02,1.800000000000000000e+02,3.829935821940443769e-02
1.780000000000000000e+02,1.780000000000000000e+02,1.770000000000000000e+02,1.780000000000000000e+02,1.600000000000000000e+01,1.400000000000000000e+01,1.730000000000000000e+02,1.790000000000000000e+02,5.619091447109040433e-02
1.780000000000000000e+02,1.780000000000000000e+02,1.760000000000000000e+02,1.780000000000000000e+02,1.600000000000000000e+01,1.500000000000000000e+01,1.730000000000000000e+02,1.770000000000000000e+02,6.274303645312218070e-02
1.790000000000000000e+02,1.790000000000000000e+02,1.760000000000000000e+02,1.770000000000000000e+02,1.600000000000000000e+01,1.500000000000000000e+01,1.750000000000000000e+02,1.770000000000000000e+02,5.720606314921560659e-02
1.770000000000000000e+02,1.780000000000000000e+02,1.760000000000000000e+02,1.760000000000000000e+02,1.600000000000000000e+01,1.400000000000000000e+01,1.760000000000000000e+02,1.750000000000000000e+02,5.959901458624682069e-02
1.780000000000000000e+02,1.780000000000000000e+02,1.750000000000000000e+02,1.760000000000000000e+02,1.400000000000000000e+01,1.400000000000000000e+01,1.720000000000000000e+02,1.710000000000000000e+02,5.836217380424087858e-02
1.790000000000000000e+02,1.800000000000000000e+02,1.770000000000000000e+02,1.760000000000000000e+02,1.200000000000000000e+01,1.400000000000000000e+01,1.730000000000000000e+02,1.720000000000000000e+02,4.998961684881136208e-02
1.800000000000000000e+02,1.780000000000000000e+02,1.790000000000000000e+02,1.760000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,1.800000000000000000e+02,1.660000000000000000e+02,4.221870772842108155e-02
1.780000000000000000e+02,1.770000000000000000e+02,1.800000000000000000e+02,1.790000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,1.650000000000000000e+02,1.630000000000000000e+02,3.031624595821516208e-02
1.780000000000000000e+02,1.750000000000000000e+02,1.790000000000000000e+02,1.780000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,1.650000000000000000e+02,1.630000000000000000e+02,1.901424509545425467e-02
1.790000000000000000e+02,1.740000000000000000e+02,1.790000000000000000e+02,1.790000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,1.670000000000000000e+02,1.630000000000000000e+02,2.692165940735790752e-03
1.780000000000000000e+02,1.740000000000000000e+02,1.790000000000000000e+02,1.780000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,1.770000000000000000e+02,1.650000000000000000e+02,-2.907250152732120032e-03
1.780000000000000000e+02,1.740000000000000000e+02,1.780000000000000000e+02,1.780000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,1.760000000000000000e+02,1.640000000000000000e+02,-5.356153535703028594e-03
1.780000000000000000e+02,1.740000000000000000e+02,1.780000000000000000e+02,1.780000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,1.700000000000000000e+02,1.670000000000000000e+02,-3.689103362861264040e-03
1.790000000000000000e+02,1.720000000000000000e+02,1.780000000000000000e+02,1.770000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,1.710000000000000000e+02,1.670000000000000000e+02,-3.230394910114875538e-03
1.790000000000000000e+02,1.690000000000000000e+02,1.760000000000000000e+02,1.770000000000000000e+02,1.100000000000000000e+01,1.400000000000000000e+01,1.720000000000000000e+02,1.690000000000000000e+02,2.036504555469334857e-02
1.790000000000000000e+02,1.670000000000000000e+02,1.760000000000000000e+02,1.770000000000000000e+02,1.100000000000000000e+01,1.400000000000000000e+01,1.720000000000000000e+02,1.690000000000000000e+02,4.762465315525089837e-02
1.790000000000000000e+02,1.680000000000000000e+02,1.770000000000000000e+02,1.770000000000000000e+02,1.000000000000000000e+01,1.400000000000000000e+01,1.740000000000000000e+02,1.730000000000000000e+02,7.124202923401916354e-02
1.790000000000000000e+02,1.670000000000000000e+02,1.760000000000000000e+02,1.770000000000000000e+02,1.000000000000000000e+01,1.400000000000000000e+01,1.720000000000000000e+02,1.730000000000000000e+02,6.494681589003514777e-02
1.800000000000000000e+02,1.710000000000000000e+02,1.760000000000000000e+02,1.760000000000000000e+02,1.000000000000000000e+01,1.300000000000000000e+01,1.770000000000000000e+02,1.710000000000000000e+02,6.890637452375387995e-02
1.790000000000000000e+02,1.710000000000000000e+02,1.770000000000000000e+02,1.760000000000000000e+02,1.000000000000000000e+01,1.300000000000000000e+01,1.740000000000000000e+02,1.680000000000000000e+02,5.809650544741173234e-02
1.790000000000000000e+02,1.700000000000000000e+02,1.770000000000000000e+02,1.770000000000000000e+02,1.000000000000000000e+01,1.400000000000000000e+01,1.750000000000000000e+02,1.690000000000000000e+02,5.850999619789452877e-02
1.790000000000000000e+02,1.720000000000000000e+02,1.770000000000000000e+02,1.770000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,1.770000000000000000e+02,1.690000000000000000e+02,6.193056876561368884e-02
1.800000000000000000e+02,1.710000000000000000e+02,1.790000000000000000e+02,1.780000000000000000e+02,1.100000000000000000e+01,1.400000000000000000e+01,1.760000000000000000e+02,1.690000000000000000e+02,4.350869450204838257e-02
1.790000000000000000e+02,1.710000000000000000e+02,1.800000000000000000e+02,1.790000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,1.770000000000000000e+02,1.720000000000000000e+02,2.233484866990610371e-02
1.790000000000000000e+02,1.710000000000000000e+02,1.790000000000000000e+02,1.790000000000000000e+02,1.100000000000000000e+01,1.300000000000000000e+01,1.770000000000000000e+02,1.700000000000000000e+02,1.338840140953721607e-02
1.800000000000000000e+02,1.710000000000000000e+02,1.800000000000000000e+02,1.800000000000000000e+02,1.200000000000000000e+01,1.300000000000000000e+01,1.740000000000000000e+02,1.700000000000000000e+02,2.631181080397379177e-02
1.770000000000000000e+02,1.730000000000000000e+02,1.800000000000000000e+02,1.790000000000000000e+02,1.300000000000000000e+01,1.200000000000000000e+01,1.740000000000000000e+02,1.800000000000000000e+02,3.570758661871118594e-02
1.770000000000000000e+02,1.750000000000000000e+02,1.800000000000000000e+02,1.780000000000000000e+02,1.400000000000000000e+01,1.100000000000000000e+01,1.730000000000000000e+02,1.760000000000000000e+02,3.821532654336964874e-02
1.760000000000000000e+02,1.780000000000000000e+02,1.790000000000000000e+02,1.780000000000000000e+02,1.400000000000000000e+01,1.000000000000000000e+01,1.700000000000000000e+02,1.760000000000000000e+02,3.665558900796937747e-02
1.750000000000000000e+02,1.770000000000000000e+02,1.780000000000000000e+02,1.780000000000000000e+02,1.400000000000000000e+01,1.000000000000000000e+01,1.700000000000000000e+02,1.760000000000000000e+02,2.960976772495264170e-02
